UID,Al,ANC,Ca,Cl,cond,DOC,K,Mg,sodium,NH4,NO2,NO3,total.N,pH.lab,total.P,SIO2,SO4,TSS,turb
11205,0.0019,3968.67,66.71,45.38,589.1,6.78,3.762,19.16,24.24,2.50E-02,0.00409,1.78662,2775,8.26,136.3238,7.669,38.4,29.9,19.9
11206,0.0029,4396.08,62.48,90.63,750.6,6.85,4.075,21.95,56.96,0.019,0.00604,2.26295,3106,8.62,131.195,3.958,39.16,12.1,9.08
11207,0.0037,3576.06,67.63,73.39,719.73,5.13,4.752,20.19,46.32,2.20E-02,0.00165,2.33104,2963,8.57,129.8263,7.534,57.65,0.4,3.5
11208,7.00E-04,4123.32,76.64,62.57,719.62,5.8,4.206,21.58,35.07,5.30E-02,0,1.63154,2363,8.14,63.7875,11.247,58.55,2.8,4.48
11210,0.0045,4657.07,87.49,46.56,696.3,9.7,5.14,25.28,19.08,4.40E-02,0.00259,4.23467,5038,8.34,94.543,6.331,63.93,30,31.3
11211,0.0044,1577.11,26.41,7.61,218.08,1.61,1.009,7.855,4.507,1.70E-02,0,0.25606,420,8.19,4.7063,1.717,16.89,3.3,5.76
11213,0.0022,2433.19,37.67,11.73,291.79,8.99,0.948,9.874,8.128,1.30E-02,0,0.19121,779,8.19,38.6425,17.3,7.73,9.8,4.62
11214,0.0022,2801.62,42.83,18.89,367.84,7.12,1.285,12.87,10.44,3.60E-02,0.00575,0.23448,719,8.25,48.7375,9.079,15.53,5,4.89
11215,0.0031,4220.2,73.52,40.61,633.44,5.44,3.794,23.22,18.58,4.90E-02,0,0.63852,1326,8.45,75.0913,10.7,48.36,11,8.69
11217,0.0011,2832.52,40.89,19.92,374.68,6.64,1.343,13,10.92,0.055,0.01043,0.25978,753,8.15,43.8313,9.289,16.35,0.9,4.27
11218,0.021,1309.04,18.97,3.07,146.08,8.64,1.003,5.243,3.221,0.016,0,0.03588,435,7.98,25.9538,7.829,3.1,9.5,6.93
11219,0.0972,1144.06,20.78,2.04,138.92,28.8,0.597,5.235,2.15,4.80E-02,0,0.07783,1066,7.84,33.5663,7.523,7.04,2.8,4.5
11220,0.0047,3260.93,44.52,6.38,336.72,6.86,0.525,14.49,5.453,0.019,0.00059,0.01845,392,8.36,17.77,6.869,7.28,7.1,1.41
11221,0.0047,2931.56,49.43,16.13,361.36,5.93,1.29,12.72,8.744,0.062,0.00093,0.28956,813,8.32,32.0563,9.465,13.07,13.8,6.82
11222,0.0027,4206.28,71.85,66.79,746.51,5.17,4.329,24.72,39.72,7.50E-02,0,1.12089,1935,8.43,109.0475,7.623,58.79,20.3,7.02
11228,3.00E-04,4923.25,63.95,16.25,557.09,1.67,1.897,30.13,5.375,0.019,0,4.08448,4706,7.77,37.5694,13.972,16.99,6.2,4.3
11229,0.0014,5967.7,79.36,17.42,642.69,1.73,2.189,30.83,5.372,1.30E-02,0,3.70453,4238,8.34,39.2225,12.268,18.53,0,3.58
11230,4.00E-04,3299.8,47.04,8.67,395.95,2.28,1.729,16.79,10.06,1.10E-02,0.0175,4.10325,4863,8.48,163.0588,12.109,10.54,32.2,18.18
11231,0.0014,3704.16,48.39,10.05,434.13,2.76,2.295,16.41,9.944,3.80E-02,0.03373,2.93168,3750,8.27,226.4044,15.239,11.78,38.4,20.57
11232,0.0014,4833.84,58.45,15.48,559.11,4.09,3.611,28.76,7.255,1.10E-02,0,0.80714,1295,7.78,29.99,10.712,27.33,0,3.53
11233,0.0045,3461.05,71.25,32.3,536.23,1.89,1.971,15.18,15.21,2.90E-02,0.01696,5.11996,5613,8.24,42.9063,9.017,35.86,4.9,4.64
11234,0.0025,3349.23,61.31,22.63,459.61,2.58,2.125,16.12,7.819,5.10E-02,0.02883,2.83933,3450,7.96,59.5363,6.209,27.24,7.5,7.51
11235,4.00E-04,3442.1,53.65,9.05,410.29,3.83,4.149,14.42,10.67,0.252,0.05733,2.61401,3825,8.3,337.485,18.505,18.13,34.1,25.06
11236,0.0013,5705.65,80.97,21.08,659.57,2.71,3.195,33.91,6.816,0.027,0,6.85055,7188,8.32,147.3125,14.65,21.38,21,16.98
11237,3.00E-04,4995.5,73.83,14.37,606.82,1.35,0.827,26.12,5.793,0.039,0.01585,9.25769,9575,8.24,45.9325,16.16,16.86,14.5,8.9
11238,3.00E-04,3330.22,66.29,12.86,470.66,3.88,5.478,15.44,11.29,0.014,0.00339,1.01178,1734,8.21,166.9175,13.376,54.87,29.8,16.76
11239,3.00E-04,5580.14,88.44,24.38,695.06,1.01,2.533,37.09,7.994,0.012,0,9.77021,10013,8.28,95.3463,15.846,20.55,3.5,4.42
11240,3.00E-04,5051.57,79.2,13.27,593.39,1.69,2.097,24.86,11.5,0.047,0.01082,7.71389,8000,8.29,195.37,23.263,19.05,51.5,16.37
11241,3.00E-04,3459.89,45.35,7.77,385.15,3.29,2.561,15.31,7.087,4.90E-02,0.00904,2.19362,2788,8.09,197.1513,15.853,9.57,72.3,46.6
11242,3.00E-04,5009.92,76.07,20.13,608.33,2.52,1.739,29.26,8.534,9.00E-03,0,5.62739,6100,8.45,50.2513,18.668,26.06,8.5,5.31
11244,3.00E-04,7833.04,107.9,9.56,811.51,3.93,5.757,35.11,10.27,1.30E-02,0,1.3445,1695,8.15,120.4288,27.369,47.36,1.5,6.18
11245,0.0049,3862.47,60.59,18.37,530.65,5.28,2.743,28.14,7.275,4.90E-02,0.00582,0.21887,886,8.52,35.9075,10.632,58.79,10.2,6.68
11246,3.00E-04,3857.87,61.63,17.27,477.75,1.28,0.682,20.17,6.445,3.60E-02,0.00583,5.08513,5856,8.25,133.8256,19.191,17.35,54.8,34.99
11247,5.00E-04,5011.51,66.91,12.43,552.56,1.42,2.084,27.65,5.342,0.014,0,2.92212,3713,8.3,21.0144,10.35,21.19,0.6,3.49
11248,3.00E-04,4215.58,73.91,5.36,531.14,2.15,2.94,18.87,12.92,3.60E-02,0,0.73014,549,8.28,21.9563,13.205,60.26,15.2,13.47
11249,4.00E-04,4654.16,82.93,12.2,554.26,3.94,4.431,14.5,10.89,0.014,0,0.07088,432,8.21,98.1875,11.749,38.65,1.9,6.18
11250,0.0043,5972.92,79.35,10.46,631.57,2.05,3.429,31.44,5.523,4.50E-02,0,4.03414,4550,8.3,178.7263,17.235,20.58,7,7.8
11251,3.00E-04,4656.09,83.66,5.81,557.69,3.85,5.001,17.78,9.835,5.00E-03,0,0.05117,292,8.2,79.3175,16.839,59.52,0.6,4.48
11254,0.0064,2733.5,43.56,7.28,288.43,3.35,3.935,7.473,4.284,0.023,0,0.00431,385,8.18,29.7256,3.842,7.13,7.9,7.73
11255,3.00E-04,5075.47,75.61,27.8,619.57,2.34,2.299,27.42,14.24,3.70E-02,0,1.11956,1501,8.33,38.9156,5.46,39.39,3.8,4.58
11256,0.0049,2851.9,45.2,5.81,302.49,4.44,0.794,9.385,4.307,7.00E-03,0,0.132,439,8.3,12.2425,5.557,7.25,3.4,3.47
11257,3.00E-04,2733.61,42.62,9.15,308.6,4.36,0.651,10.59,6.643,5.00E-03,0,0.0429,286,8.35,8.0019,9.342,9.3,0.6,0.98
11258,3.00E-04,2770.98,42.11,19.46,360.94,8.48,1.367,13.54,11.25,3.80E-02,0.00993,0.29614,858,8.27,23.6863,6.474,14.73,1.2,0.83
11259,0.0054,2846.37,43.81,14.36,338.11,3.54,0.808,12,8.54,1.80E-02,0.00409,0.0924,349,8.36,9.2288,7.844,11.61,0.8,1.46
11260,3.00E-04,3174.86,49.9,4.02,323.86,1.69,0.643,10.64,2.377,6.00E-03,0.00042,0.06722,231,8.23,9.1663,7.324,6.22,1.2,1.21
11266,0.0033,3795.7,60.28,43.52,600.62,5.17,3.003,20.98,22.69,4.40E-02,0.00127,0.92842,1531,8.28,51.0138,8.976,45.94,27.2,14.46
11279,3.00E-04,3318.06,56.78,34.89,712.6,5.13,4.197,38.58,19.29,1.10E-02,0,0.00756,2700,8.34,334.4388,8.343,151.38,70.1,44.85
11280,0.028,5164.69,67.93,28.82,648.38,4.57,5.167,31.14,18.41,2.10E-02,0,0.06052,627,8.36,39.2456,13.909,46.61,3.9,4.03
11282,3.00E-04,4873.93,75.14,24.61,637.64,2.36,2.544,29.96,5.295,0.031,0,0.7662,1311,8.12,58.4988,18.673,53.98,6,7.15
11285,3.00E-04,5778.63,80.9,105.1,1038.54,7.44,10.79,35.18,61.31,3.20E-02,0,1.52809,3063,8.57,820.531,13.706,94.7,9.9,10.87
11286,3.00E-04,2783.71,41.78,7.45,297.92,3.46,0.54,10.16,5.647,0.01,0,0.01743,256,8.37,14.32,7.588,7.42,0,1.83
11287,3.00E-04,4895.07,65.25,34.12,653.75,5.4,5.176,29.87,19.04,0.024,0,0.22533,814,8.35,30.1525,13.864,49.18,1.1,3.29
11288,3.00E-04,5881.11,95.71,10.89,828.11,4.24,4.183,33.52,21.43,2.90E-02,0,0,609,8.17,120.8431,22.468,140.49,15.9,8.24
11296,3.00E-04,5257.41,85.24,47.72,970.26,4.5,6.654,44.6,45.47,3.50E-02,0,0.41819,1575,8.29,85.8525,15.453,181.77,24.3,8.84
11297,0.0013,4661.02,76.51,21.73,651.66,1.52,2.233,27.59,6.464,3.50E-02,0,15.10186,16025,8.22,114.9744,20.145,16.47,12.1,8.88
11299,0.1158,213.46,4.697,4,49.51,14.83,2.043,0.799,2.574,3.50E-02,0,0.14986,787,6.98,102.7163,11.563,2.28,27.5,19.59
11300,0.0029,226.32,2.531,0.74,31.84,0.78,0.762,1.019,0.97,1.10E-02,0,0.00546,38,7.32,2.2138,7.47,2.08,0.2,4.2
11301,0.0122,348.75,3.094,3.84,66.02,1.43,1.828,2.498,3.895,2.10E-02,0,0.52615,777,7.28,26.7769,9.612,5.2,3.2,9.86
11302,0.0132,36.08,0.625,1.47,16.8,0.72,0.469,0.635,1.078,5.00E-03,0,0.01316,65,6.39,5.3963,8.65,2.98,2.6,4.56
11303,0.1512,155.76,1.167,4.2,47.26,14.21,2.071,1.246,3.13,0.014,0,0.00527,519,6.66,27.17,25.192,3.85,4.8,8.94
11307,3.00E-04,4831.26,78.16,41.34,878.42,4.87,5.931,42.66,40.23,,0,0,1145,8.4,128.9663,13.693,154.93,40.3,24.71
11309,0.0027,1575.76,22.83,4.85,178.99,7.26,0.98,7.154,3.706,0.016,0,0.01132,607,8.12,23.4413,10.267,3.42,3.8,5.23
11310,3.00E-04,3200.59,41.97,17.13,378.9,6.57,2.312,17.63,12.6,0.016,0.0019,0.20992,916,8.63,32.8325,6.504,17.29,4,5.37
11311,0.0018,3928.92,61.37,56.59,713.78,5.99,5.263,25.76,45.12,0.302,0.00947,1.34915,2688,8.31,310.91,12.522,71.2,20.6,15.19
11314,0.0031,1463.3,29.07,39.21,341.59,2.3,4.936,12.09,16.48,8.10E-02,0.01027,1.85017,2187,7.96,92.745,11.305,25.22,10,6.93
11315,0.0073,1462.97,29.54,37.91,359.16,2.69,6.393,11.6,14.57,3.70E-02,0.00375,2.35901,2763,8.06,68.3838,10.519,29.4,0.2,3.34
11316,0.005,413.62,5.118,15.61,142.23,3.91,2.851,3.436,11.38,0.012,0.00904,1.16117,1799,7.85,66.0044,6.114,6.77,15,10.8
11317,0.0099,464.24,5.236,47.69,254.54,3.56,4.436,5.044,30.45,0.106,0,1.01066,1687,7.39,67.06,5.635,11.42,12.9,9.14
11318,0.0038,356.4,7.214,13.61,134.48,1.73,3.178,3.622,9.548,3.40E-02,0.00788,3.74162,4075,7.49,33.2519,13.544,4.97,0.8,1.85
11319,0.0861,418.44,10.17,7.17,87.27,9.56,0.91,1.066,4.524,3.80E-02,0,0.01679,493,6.71,59.2375,6.264,7.24,5,5.3
11320,0.0764,11.44,0.217,2.61,13.48,4.07,0.167,0.24,1.341,0.12,0,0.01095,570,5.56,16.9344,5.307,0.44,13.8,10.16
11321,0.0097,579.64,8.927,7.76,111.22,4.2,1.05,1.084,10.26,0.014,0.00474,0.26303,501,7.62,22.2588,7.43,10.82,8,8.78
11322,0.0136,1046.39,17.06,5.85,137.14,2.35,1.243,2.656,4.58,7.00E-03,0.0039,0.49387,721,8.03,34.1006,6.853,3.01,10.1,5.27
11323,1.013,-74.22,0.29,6.3,48.21,14.07,0.1,0.263,2.651,2.90E-02,0,0.00871,566,4.2,12.5656,11.074,2.53,9.7,11.5
11324,0.0136,2016.09,23.29,6.6,214.1,17.62,2.592,11.01,3.691,5.20E-02,0,0,888,7.62,248.1663,7.552,0.32,6.9,3.95
11325,0.0102,1050.3,16.85,5.26,133.53,2.54,1.174,2.985,3.806,1.50E-02,0.00336,0.39198,630,7.97,34.8106,7.304,2.82,12.7,9.6
11326,0.0087,1181.13,11.92,1.08,127.8,0.97,1.758,6.687,1.031,0.012,0,0.01543,133,8.05,10.6263,10.723,4.46,0,2.16
11327,0.0067,100.36,0.647,0.85,15.89,0.46,0.665,0.379,1.227,0.01,0,0.07158,173,6.78,14.9825,9.411,0.4,9.4,14.2
11328,0.0027,657.18,8.214,2.83,84.33,1.34,1.485,2.595,3.068,0.019,0,0.08918,238,7.64,3.4863,9.556,3.7,0.3,2.69
11329,0.0192,827.8,14.37,10.52,193.3,2.15,3.878,1.774,18.21,0.02,0.00508,0.92866,1238,7.74,110.1063,11.118,28.06,10.8,11.9
11330,0.0039,444.46,3.537,1.72,54.34,1.49,1.009,1.235,3.325,0.502,0.0057,0.0404,1071,6.37,622.0763,19.507,0.48,52.5,44.2
11335,3.00E-04,3285.18,48.46,16.93,397.58,6.82,2.142,17.25,12.14,1.50E-02,0.00124,0.25595,869,8.48,26.4513,6.425,17.88,2.9,3.85
11342,3.00E-04,4713.79,112.4,21.22,714.96,2.74,2.824,31,6.744,3.20E-02,0,0.04681,543,8.3,66.3363,25.493,121.74,18.4,13.57
11455,,1817.44074,24.18,14.66563373,,4.368774238,3.563,7.556,9.719,7.94E-03,,,1363,,234,6.388,23.17394335,125.3333333,
11457,,2222.5752,33.901,20.47591826,,3.565990295,3.349,10.433,14.79,0.0121,,,956.64,,202,5.418,29.99928238,205.9850374,
11458,,2122.4754,21.213,19.45559059,,3.336377805,3.305,8.326,15.04,0.0101,,,700.684,,160,5.392,28.16875787,129.2,
11459,,2616.84054,32.487,19.28677805,,3.458598786,3.309,9.539,13.426,6.06E-03,,,847.168,,203,5.141,35.6532498,108.7272727,
11460,,2587.33008,34.02,19.41848696,,3.409940698,3.823,12.275,15.246,5.70E-03,,,881.41,,130,5.238,35.26010339,44.57142857,
11461,,2602.31508,,19.08282229,,3.309246402,,,,6.42E-03,,,739.139,,189,5.142,34.5044352,100,
11462,,1948.06998,22.451,13.82119017,,4.629347183,3.148,6.77,8.929,6.19E-03,,,805.145,,246,6.32,22.53096095,148.3333333,
11463,,2102.1957,22.678,14.72981666,,4.389994173,3.185,7.165,9.142,8.58E-03,,,770.485,,268,8.694,23.36802557,149.6969697,
11464,,2377.20042,30.059,19.49533084,,3.245472412,3.185,9.836,13.54,5.09E-03,,,961.797,,155,5.232,29.93300005,83.25,
11465,,2518.79868,41.327,20.57638843,,3.416609497,3.482,12.234,15.474,5.05E-03,,,2461,,206,8.576,31.27665913,100.8571429,
11466,,3351.8448,34.71,20.37567067,,3.352596262,3.376,10.249,11.698,3.59E-03,,,2848,,225,8.428,30.27169408,108.2621083,
11469,0.0028,1231.14,24,22.48,211.26,3.73,1.136,3.897,12.5,2.90E-02,0,0.09623,371,7.87,117.9463,16.524,5.27,9.7,16.2
11470,0.0015,1178.97,22.7,22.19,209.7,3.37,1.154,3.631,11.81,2.60E-02,0,0.07967,288,7.97,94.2881,16.229,5.73,1.4,10.36
11471,0.0166,448.77,8.139,11.28,120.7,4.79,3.981,3.456,6.253,9.90E-02,0.00809,1.56395,2024,7.39,74.915,13.565,8.2,1.9,5.97
11472,0.0033,758.54,22.57,36.3,278.52,6.8,3.069,5.044,18.79,3.00E-03,0.01166,0.54476,847,7.56,18.5013,9.496,27,1.8,3.77
11474,0.0052,699.15,16.38,11.77,197,2.26,2.449,6.371,5.161,1.10E-02,0.00441,1.98315,2367,7.55,30.76,6.3,22.69,5,5.63
11476,0.01,344.12,8.296,21.98,143.6,1.82,1.328,2.657,11.56,0.012,0,0.45337,621,7.69,10.3513,5.079,10.03,1.2,2.43
11477,0.0106,2039.3,40.07,18.58,340.8,2.61,3.021,10.05,12.18,2.60E-02,0.00721,1.09439,1434,8.47,49.0113,6.737,35.19,1.6,2.82
11479,0.0095,2173.22,41.16,14.88,336.8,2.55,2.968,10.63,10.48,1.10E-02,0.00585,0.96129,1307,8.45,47.3175,6.931,36.12,1.5,3.44
11480,0.0164,1189.33,31.72,9.06,266,3.17,2.213,7.29,8.346,4.20E-02,0.00529,0.55653,834,8.19,30.42,5.277,52.09,1.6,2.25
11481,0.0127,1796.02,39.36,13.06,315.4,2.96,2.662,8.432,10.37,0.024,0.00604,0.96396,1253,8.01,44.8163,6.174,45.78,3.4,3.16
11482,0.0098,1678.99,32.6,28.23,343.52,2.91,3.922,9.776,17.22,7.10E-02,0.03255,0.76315,1303,8.08,76.8075,2.766,33.93,16.6,16.26
11485,0.0085,2398.22,49.32,19.6,398.6,2.31,2.938,11.34,13.55,1.50E-02,0.0058,1.27763,1523,8.25,39.3938,4.887,53.88,4.9,4.8
11486,0.0029,512.47,9.626,14.48,141.26,2.57,3.326,4.103,7.945,5.60E-02,0.0077,1.83588,2241,7.55,34.658,10.921,8.58,2,3.32
11491,0.0092,297.26,3.916,0.75,51.93,3.99,1.292,1.683,1.411,6.00E-03,0,0,530,7.36,32.4475,7.251,5.52,7.5,5.63
11492,1.206,-56.23,1.092,5.4,69.43,33.59,1.151,1.571,5.104,0.039,0,0.04078,1161,4.39,57.52,10.884,11.12,7.1,6.46
11501,0.0124,1787.72,33.49,28.68,348.64,2.96,3.672,9.881,16.55,5.10E-02,0.02902,0.82295,1387,8.02,91.5913,2.838,35.32,30.9,24.6
11502,0.0098,619.32,8.345,0.14,67.23,1.63,0.453,2.64,0.964,0.002,0,0.01483,84,7.38,41.6313,19.191,1.79,0,1.07
11503,0.0043,726.72,9.556,0.11,77.75,0.99,0.335,2.988,1.036,7.00E-03,0,0.00427,169,7.87,30.7213,9.523,2.44,1.6,3.32
11504,3.00E-04,6406.33,156.2,5.26,2322.42,5.1,5.376,127.4,248.5,6.80E-02,0,0.89328,1409,8.36,35.2056,7.095,1023.99,17.7,12.19
11505,0.0011,2357.85,39.83,1.37,650.98,1.29,1.745,27.9,52.59,6.00E-03,0.00079,0.23731,667,8.13,121.1263,5.741,198.93,154.3,49.88
11507,0.0054,882.48,15.01,0.08,91.65,0.84,0.55,0.833,1.119,,0,0.00054,38,7.97,2.6138,7.346,0.81,0.8,2.9
11508,0.0099,262.93,4.003,6.55,52.15,1.4,0.414,0.775,4.311,1.30E-02,0,0.00469,39,7.34,10.401,16.923,0.61,0.9,2.59
11509,3.00E-04,5714.69,48.74,3.69,641.2,2.25,2.873,27.88,56.18,6.00E-03,0,0,280,8.46,45.5825,5.151,63.76,33,13.03
11511,5.00E-04,1763.17,20.44,0.38,179,2.65,0.343,4.144,9.098,8.00E-03,0,0.00256,114,8.05,23.105,24.97,4.19,0,0.952
11512,6.00E-04,651.2,6.288,0.15,70.98,0.31,0.297,3.579,1.59,7.00E-03,0,0.00839,26,7.51,6.4806,10.494,2.33,0.7,2.85
11513,0.0013,2890.26,40.69,0.61,286.14,1.07,0.974,7.17,8.638,0.002,0,0.00536,215,8.45,73.2013,6.283,7.76,48.6,17.04
11515,3.00E-04,5434.52,82.49,16.45,1340,4.51,5.023,57.92,152.9,1.80E-02,0,0.20337,575,8.35,49.5388,7.822,464.05,42,32.6
11516,3.00E-04,1581.05,23.51,0.2,159.92,1.15,0.438,3.083,3.384,6.00E-03,0,0.00388,49,8.13,1.79,7.881,3.37,1.6,1.12
11523,3.00E-04,7233.02,163.7,24.86,3563,8.89,13.74,93.16,607.9,0.01,0,0.15922,738,8.41,48.7763,3.044,1678.31,17.6,15.8
11526,3.00E-04,1224.19,20.22,0.23,146.93,0.51,1.485,4.438,1.093,8.00E-03,0,0.03999,75,8.14,2.4956,7.743,10.56,0.3,2.84
11527,0.0015,2034.96,30.58,0.56,219.38,0.89,1.281,6.207,2.544,6.00E-03,0.00051,0.02782,81,8.31,9.0288,11.929,8.61,2.7,3.22
11528,0.0088,662.13,9.087,0.17,74.07,0.74,0.848,1.319,2.449,1.30E-02,0,0.0018,34,7.44,2.305,15.593,3.88,0,0.539
11529,3.00E-04,3425.64,48.3,0.34,346.76,1.06,0.843,15.71,1.309,6.00E-03,0,0.05581,138,8.47,5.1781,6.078,14.33,1.2,0.57
11530,0.0038,3453.65,51.6,9.89,480.64,2.47,4.42,17.88,19.08,7.00E-03,0,0,266,8.44,14.4613,19.211,64.21,5.1,4.94
11531,0.002,4263.18,82.84,1.12,546.9,1.53,2.406,23.15,5.401,1.30E-02,0,0.11431,296,8.41,17.1944,10.422,83.58,4.7,7.15
11533,0.0019,5230.01,75.94,18.08,2402.14,5.08,6.091,52.38,350.6,1.50E-02,0,0,483,8.31,66.5563,11.933,1006.34,2.2,7.31
11534,3.00E-04,1552.45,22.49,0.4,154.92,1.13,0.463,5.59,0.996,5.00E-03,0,0.00857,145,8.17,1.2344,5.577,1.06,0.6,0.53
11537,3.00E-04,5283.35,112.7,8.61,852.64,4.48,3.703,30.43,40.27,2.20E-02,0,0,453,8.45,52.6831,21.04,190.34,17.5,9.55
11540,0.0321,385.23,2.984,0.45,44.2,2.14,0.77,1.365,3.755,0.012,0,0.00691,122,7.52,43.7431,22.183,1.58,4,4.23
11541,3.00E-04,3237.06,48.68,1.98,417.5,3.04,1.599,12.8,20.84,5.00E-03,0,0,219,8.33,34.2188,11.743,52.5,7,2.65
11542,3.00E-04,1735.9,25.21,0.42,166.08,0.62,0.444,6.007,0.971,3.00E-03,0,0.0254,68,8.1,2.2488,6.069,1.55,0.4,0.71
11543,0.006,2517.04,39.35,9.4,338.02,2.92,3.471,10.45,15.87,9.00E-03,0.00085,0.02245,272,8.46,47.975,19.116,30.13,6.9,4.49
11544,3.00E-04,7687.73,64.4,6.99,1392,6.85,11.14,108.9,115.6,1.10E-02,0,0,978,8.61,210.1363,12.1,442.72,179.2,135
11546,0.0016,1568.97,19.84,0.7,180.1,1.17,0.962,6.124,5.515,6.00E-03,0,0.04981,192,8.12,6.5088,7.373,9.92,3,3.88
11563,3.00E-04,2620.9,35.44,1.13,277.59,3.04,6.379,7.613,11.06,1.30E-02,0,0.16567,389,8.04,40.5438,21.255,12.74,1.6,0.46
11564,3.00E-04,2233.42,52.93,19.11,418.41,0.35,1.631,14.9,10.65,9.00E-03,0,1.73081,1847,8.11,14.0738,16.098,58.03,1.9,1.28
11567,0.0043,2601.15,66.89,145.1,780.3,2.29,2.661,11.95,69.56,0.039,0,1.46216,1648,8.28,46.7613,12.483,25.14,0,0.9
11569,0.0071,327.2,7.091,12.95,93.94,1.73,0.686,1.224,7.666,8.00E-03,0,0.07175,323,7.64,12.2925,1.094,6.03,0.4,3.41
11570,0.0102,1276.39,21.08,24.23,252.6,1.85,1.88,8.171,14.27,0.02,0.00728,1.08147,1305,8.29,69.4163,2.813,20.48,1.1,2.07
11573,0.0013,907.89,19.72,39.42,247.89,2.45,0.846,4.077,20.28,0.02,0,0.17413,423,7.63,22.7388,6.105,8.23,2.7,1.15
11575,0.0078,1577.66,35.09,100.53,529.74,3.54,2.185,9.428,54.66,0.202,0.01784,0.64638,1256,7.55,85.885,8.137,12.39,8,8.27
11576,0.0095,871.77,30.28,39.63,349.3,5,1.955,8.299,22.84,9.90E-02,0.0179,0.8937,1358,7.56,90.5788,10.623,50.94,4.6,5.85
11577,3.00E-04,2227.8,52.66,17.63,448.88,0.49,1.782,14.16,8.963,7.00E-03,0,1.7453,1880,8.09,8.8263,14.592,75.29,8,3
11582,0.0043,2463.34,38.55,9.59,333.16,2.91,3.455,10.08,15.87,0.012,0.00116,0.02209,288,8.54,48.8438,19.337,29.72,5.7,4
11587,0.0736,563.57,11.23,3.78,81.92,6.64,0.835,0.889,3.116,1.80E-02,0,0.09456,421,7.81,15.5075,6.309,3.52,4.3,5.2
11588,0.0325,596.63,11.4,5.71,93.79,5.03,0.865,1.231,3.919,1.70E-02,0,0.13617,418,7.53,4.3788,6.203,4.45,0.1,3.19
11589,0.0282,826.58,16.22,10.34,138.24,4.09,1.13,1.742,6.887,1.80E-02,0,0.16027,390,8.02,9.6,5.608,5.43,2.2,3.1
11590,0.0182,883.72,16.43,12.84,149.8,3.43,1.313,1.824,7.845,0.012,0,0.16864,428,7.87,3.2425,5.614,6.03,0,3.29
11593,0.0194,644.06,12.97,8.84,110.7,3.47,1.012,1.337,5.913,1.10E-02,0,0.18053,406,7.74,9.8288,5.103,4.92,0,1.25
11594,0.0213,145.49,3.579,16.15,81.67,2.5,0.662,0.638,10.3,0.014,0,0.02842,225,7.25,9.5538,3.278,3.94,0.1,1.3
11595,0.028,723.68,14.06,9.62,126.45,4.08,1.062,1.294,6.506,9.00E-03,0,0.15714,396,7.89,9.83,5.904,5.1,0,3.01
11597,0.0523,162.59,3.678,14.1,78.11,6.2,0.833,0.693,9.621,2.90E-02,0,0.09253,515,7.13,21.1919,6.297,3.12,1.2,0.96
11598,0.0772,481.29,9.566,4.22,71.99,6.39,0.732,0.864,3.27,1.70E-02,0,0.08123,336,7.63,13.4519,6.575,3.36,2.3,4.82
11599,0.0616,512.82,9.922,5.07,80.06,5.65,0.79,0.905,3.835,1.30E-02,0,0.09143,358,7.7,10.115,6.605,3.62,4.4,4.93
11600,0.0304,160.59,3.937,17.52,89.78,3.18,0.907,0.719,10.77,7.90E-02,0.00416,0.15172,469,7.34,16.37,4.35,4.09,0,1.38
11601,0.0201,745.61,14.33,10.1,121.8,3.57,0.915,1.413,6.285,0.019,0,0.20065,422,7.98,10.135,5.263,5.4,0.6,1.22
11651,,3452.3442,39.461,24.13263957,,3.130790029,3.53,15.906,19.128,4.38E-03,,,1503,,194,4.305,58.77308679,137.3333333,
11652,,2396.2014,50.76,16.24513001,,3.663522745,3.076,32.662,16.924,9.54E-03,,,3290,,321,6.503,30.34642209,165.6666667,
11653,,2884.3128,51.022,22.66768297,,3.03203,3.815,17.85,13.912,8.89E-03,,,2887,,182,6.179,49.12590438,70.54545455,
11654,,2619.85752,43.838,18.60807954,,3.240441155,3.562,16.912,12.665,5.92E-03,,,4579,,188,9.059,32.6441677,110.8,
11661,,2249.3484,,19.39159616,,3.245844857,,,,3.38E-03,,,3900,,210,8.596,31.68019678,114.8,
11662,,2566.8306,43.51,19.05014768,,4.335810939,3.802,17.093,12.521,0.00826,,,4358,,240,9.61,34.50670206,195.1428571,
11663,,3020.5764,41.758,22.91160227,,3.04664049,3.447,13.545,16.299,5.65E-03,,,1832,,188,6.943,51.42319413,86.2,
11664,,2606.05134,33.38,19.38963514,,3.839175791,3.791,11.095,12.005,8.98E-03,,,1044,,177,6.364,36.50717084,108.8888889,
11665,,2307.80988,77.622,19.07573989,,3.560363949,2.979,42.251,23.775,4.44E-03,,,4127,,223,7.477,40.08978736,195.25,
11666,,2735.98128,26.976,19.97878885,,3.583054107,3.086,9.404,11.527,0.0117,,,1009,,187,6.402,38.60387844,81.6,
11668,,2334.42324,34.573,15.55806315,,4.09389153,3.435,11.484,10.432,5.09E-03,,,3072,,283,8.523,29.40339045,164.5,
11669,,1516.6818,34.399,13.6352683,,3.76117858,3.522,10.715,10.359,5.97E-03,,,3454,,365,8.717,27.50721692,228.8571429,
11670,,1537.461,35.662,18.7388739,,3.350074398,3.457,9.843,13.404,6.27E-03,,,3624,,204,9.01,32.54816681,73,
11671,,2824.61256,43.004,18.47220957,,4.824156069,3.584,9.387,11.353,5.27E-03,,,5211,,270,11.221,33.20152304,265.25,
