UID,Al,ANC,Ca,Cl,cond,DOC,K,Mg,sodium,NH4,NO2,NO3,total.N,pH.lab,total.P,SIO2,SO4,TSS,turb
15257,0.0026,3718.11,66.48,12.95,481.58,2.36,1.194,17.59,7.636,7.70E-02,0,0.01238,236,8.15,51.5288,18.912,41.15,0.9,0.73
15258,0.0132,195.72,4.112,5.31,55.33,7.92,1.45,1.181,3.823,2.20E-02,0.00526,0.05303,405,7.18,54.45,8.418,4.15,6.4,16.13
15259,0.02662,2081.48,1703,23771.34,62230.98,3.35,32.46,394.6,14950,0.02,0,0.50222,573,7.78,17.7538,2.215,4715.93,19.2,19.44
15260,0,3107.56,52.28,81,684.04,2.65,2.616,23.42,53.85,0.024,0,0.00148,264,8.14,40.7463,31.09,73.77,2.9,2.74
15261,0.005,6353.31,79.06,39.53,752.51,1.21,2.183,38.35,22.94,7.00E-03,0,0.38748,500,8.12,47.5875,17.777,22.57,7.1,0.27
15262,0.005,4254.67,103.6,133.78,1224.17,0.38,5.259,30.27,97.03,3.00E-03,0,1.08602,1015,7.96,27.08,20.765,187.34,0.3,0.46
15263,0.013,396.08,7.991,26.81,141.33,2.3,1.288,2.285,14.57,1.50E-02,0,0.01414,140,7.35,63.2788,13.609,1.48,9.6,8.83
15264,0,585.25,43.56,2272.36,7216.28,8.89,41.08,136.7,1292,3.80E-02,0,0.1081,756,6.87,77.565,5.931,319.24,31.1,8.41
15265,0.0966,92.99,2.102,4.65,43.61,11.29,1.388,1.263,2.934,1.80E-02,0.00116,0.06316,629,6.51,59.1794,10.956,3.52,20.4,7.73
15271,0.0043,5262.42,83.14,15.16,609.79,1.59,2.089,27.73,6.878,6.00E-03,0,2.12968,2299,8.33,26.229,11.142,31.35,0.6,0.9
15272,0,5555.07,83.63,18.21,636.62,1.95,2.815,27.69,7.228,3.60E-02,0,2.33254,2545,8.27,85.7356,14.563,33.57,6.2,0.96
15273,0.0186,1692.17,24.33,4.16,178.91,39.17,0.267,8.266,4.6,2.10E-02,0,0.00286,1290,7.44,135.36,13.678,0.06,10.1,4.69
15274,0.0092,1906.94,27.69,1.73,198.44,29.87,0.238,9.518,3.306,5.40E-02,0,0.00218,1208,7.53,63.8381,15.159,0.02,2.8,3.14
15275,0.0084,2385.59,25.76,5.89,252.59,30.33,0.771,14.82,7.62,4.80E-02,0,0.00077,1389,7.56,130.6069,13.562,0.16,26.2,16.59
15279,0.216,218.99,6.532,0.19,43,35.74,0.121,1.912,1.2,4.20E-02,0.00074,0.10914,1036,6.51,37.1763,8.66,2.75,1.1,1.65
15280,0.005,2814.76,37.78,1.78,288.45,12.37,1.346,13.74,4.141,1.30E-02,0,0.00149,583,8.14,20.2963,2.947,5.28,3.7,4.22
15281,0.0467,1804.12,27,1.99,193.61,30.98,0.698,9.025,2.93,0.023,0,0.00421,865,7.93,35.2088,7.039,3.25,2.4,3.32
15282,0,3341.03,46.31,11.68,357.98,21,2.515,16.21,6.968,2.10E-02,0,0,1244,7.69,138.61,16.134,1.4,40.7,2.26
15285,0.0072,448.73,7.008,2.02,69.72,9.93,0.759,2.257,3.624,0.01,0.00529,0.02499,479,7.63,23.3425,3.252,4.92,8.2,4.27
15286,0,2828.76,32.04,2.92,280.63,7.54,1.493,14.81,5.004,2.20E-02,0,0.00169,543,8.07,30.7956,11.289,1.7,0.8,1.07
15287,0,2415.72,37.54,3.38,248.72,9.33,0.512,7.929,3.609,1.50E-02,0,0.00141,489,7.76,44.5638,16.406,0.96,1.8,1.64
15288,0.005,5162.21,66.14,5.45,538.55,8.23,3.008,29.37,9.752,0.016,0.00449,0.00094,593,8.45,57.7325,11.824,32.22,6.4,6.88
15290,0.005,4780.26,84,17.96,899.65,8.21,7.443,57.89,23.9,0.342,0,0.05967,1402,8.27,201.438,17.192,213.54,45.3,30.79
15291,0.0049,315.14,3.192,3.11,49.59,13.81,4.165,0.969,1.319,0.363,0.00098,0.00249,8481,6.45,3331.556,10.919,0.03,262.8,128.67
15292,0.0518,1424.02,9.525,0.59,146.83,24.3,0.461,13.2,2.589,2.20E-02,0,0.01687,634,7.75,48.425,20.643,0.96,0.4,1.81
15296,0.0132,4132.74,67.74,42.73,643.77,2.64,2.542,24.11,23.47,0.193,0,4.24785,4733,8.21,90.1606,8.893,24.3,0.2,0.78
15297,0.0014,2647.32,36.33,5.22,297.06,10.4,1.368,13.3,7.549,5.20E-02,0.00204,0.03211,559,8.08,33.7963,7.841,12.36,1.3,1.53
15299,0,2690.69,34.79,0.05,253.55,12.73,0.133,10.67,2.086,0.185,0,0.00058,6003,7.32,1084.131,3.753,1.01,264,67.3
15300,0,4572.66,81.99,34.32,932.95,7.04,6.757,57.39,37.17,9.00E-03,0,0,1393,8.48,200.785,18.497,235.8,35.3,33.06
15303,0.0017,6410.93,95.38,38.98,767.01,6.4,4.876,35.26,12.09,0.02,0,0,544,8.01,213.1556,28.531,27.28,11.7,4.12
15304,0.0053,7502.19,101,12.81,719.43,23.28,4.979,23.93,4.656,6.807,0,0,26050,7.52,11020.1,36.978,2.86,2942,1268
15305,0.0224,1787.54,28.7,29.01,289.33,21.91,2.388,10.7,14.01,3.30E-02,0,0.0143,954,7.47,78.4306,12.881,5.44,4.4,5.94
15306,0.0167,1787.06,24.91,0.12,180.65,31.2,0.39,9.797,1.195,5.00E-02,0,0.00452,1048,7.77,67.3375,12.412,0.37,5.8,4.19
15307,0,2119.37,58.12,4.81,620.82,2.99,4.85,39.48,8.038,7.00E-03,0,0.07784,288,7.74,19.7063,8.467,208.27,0,4.81
15311,0.0197,1816.96,41.61,6.06,424.7,1.63,2.891,22.57,6.708,3.00E-03,0,0.01518,119,7.83,10.6475,6.266,111.12,1.5,0.76
15312,4.171,-136.54,139.7,6.38,1155.2,2.1,3.127,53.12,14.26,0.119,0,0.08129,188,3.84,26.344,25.731,633.88,9,4.99
15313,0.0137,2308.11,31.62,0.26,230.35,32.79,0.777,11.62,2.054,4.60E-02,0,0.00289,918,7.83,70.755,7.403,1.68,6.7,18.8
15315,0,4597.15,73.42,32.34,599.09,3.44,3.697,26.91,7.017,0.027,0,1.5358,2064,8.08,111.91,20.702,33.71,12.5,0.88
15317,0,4538.65,55.7,6.62,460.8,6.95,2.94,25.37,6.12,6.80E-02,0,0.01976,525,8.2,50.5956,15.144,16.64,8,5
15319,0,4401.43,50.39,6.42,471.67,13.07,5.533,29.81,5.214,3.80E-02,0,0.02001,1194,7.92,114.6544,10.694,22.51,20.7,11.47
15325,0.0499,486.99,5.928,0.26,62.09,20.92,0.047,4.172,1.623,0.019,0,0.00239,672,7.21,30.3744,2.359,1.72,1.8,4.09
15326,0.005,2648.43,33.93,1.96,267.11,11.77,1.812,13.07,3.382,0.012,0,0,1023,8.39,48.0925,3.072,5.36,6.5,8.64
15327,0,6495.02,70.6,5.22,599.09,6.29,4.546,33.65,10.51,7.10E-02,0,0.04405,573,8.13,68.555,27.825,8.71,16.1,2.71
15328,0.1034,227.53,3.736,0.13,31.33,15.24,0.29,1.513,1.384,2.10E-02,0,0.01,508,6.97,44.8225,6.9,0.67,3.2,2.96
15329,0.041,772.54,10.72,0.44,91.53,12.86,0.365,3.877,2.843,1.10E-02,0.00048,0.08358,433,7.6,26.2806,11.804,2.44,1,0.03
15330,0.0765,492.65,6.435,0.98,63.29,22.11,0.284,4.086,1.773,3.00E-02,0,0.01155,639,7.35,27.7638,3.471,1.5,1.4,2.71
15331,0.0225,1200.91,16.89,5.09,147.32,32.53,1.433,6.196,5.778,2.10E-02,0,0.00113,1325,7.39,65.4225,0.409,0.14,11,3.97
15340,0.0212,311.82,7.94,40.28,195.06,3.56,1.842,1.551,25.75,0.162,0.0178,0.38818,833,7.34,65.0688,6.188,7.16,5.6,1.26
15341,0.0348,623.18,12.08,10.44,115.71,3.95,1.054,1.513,7.375,2.20E-02,0.00178,0.13843,333,7.61,20.5913,6.24,4.89,2.9,1.6
15343,0.0363,356.35,6.615,12.6,92.72,3.63,0.802,1.378,8.223,0.014,0,0.0703,181,7.55,10.2788,5.279,3.87,0,0.75
15344,0.0213,352.11,6.988,13.5,98.86,2.51,0.858,1.637,8.181,7.00E-03,0,0.07785,214,7.5,7.2531,5.756,4.22,0.1,0.36
15346,0.0029,2751.79,37.91,39.16,402.46,3.47,1.903,12.8,23.46,0.016,0,0.58341,893,8.09,145.0519,3.943,8.99,0.4,1.27
15348,0.0177,553.87,13.89,8.47,156.96,2.63,4.072,4.052,5.75,3.30E-02,0.00882,2.91308,3181,7.53,96.3188,9.679,17.31,51.6,5.84
15349,0.0128,693.3,10.34,6.49,101.24,2.94,0.731,3.497,4.461,8.00E-03,0.0019,0.12601,202,7.8,12.0138,5.835,4.13,0.7,1.86
15350,0.0208,301.67,7.822,40,191.29,3.63,1.889,1.479,26.08,0.168,0.0285,0.43143,901,7.39,58.1375,6.097,7.3,1.7,0.85
15351,0.0343,612.69,11.46,10.46,116.7,3.98,1.06,1.449,7.313,2.10E-02,0.00163,0.12573,334,7.73,22.0863,6.289,4.68,2.6,3.04
15352,0.0129,774.7,15.04,14.62,142.67,3.6,1.304,1.769,8.829,3.00E-02,0.00247,0.18534,391,7.63,17.1325,5.6,6.33,2.4,1
15354,0.0185,317.01,8.445,45.14,212.94,3.81,2.134,1.619,29.01,0.123,0.01848,0.53173,939,7.36,54.2975,6.123,7.77,0,0.7
15355,0.0453,333.71,7.811,47.58,212.94,9.13,1.01,2.175,29.36,3.50E-02,0,0.05874,844,6.89,85.0213,7.949,4.32,31.2,18.37
15356,0.005,1615.9,29.99,3.95,213.28,4.1,4.055,4.778,2.739,7.40E-02,0.00703,0.25978,668,7.95,59.7263,7.406,14.66,13.8,18.55
15357,0.005,1902.45,27.26,9.97,251.3,13.85,23.18,4.607,2.564,0.293,0.00923,0.01331,1449,7.48,1274.238,9.606,6.36,10,14.26
15358,0.005,1304.29,21,7.73,193.3,1.8,1.695,5.246,8.311,8.80E-02,0.0147,0.13318,469,8.03,33.8563,3.728,14.69,2,2.79
15359,0.0685,424.94,8.154,4.11,80.17,5.35,2.668,1.623,2.754,8.40E-02,0.00562,0.37582,698,7.34,100.1975,7.836,5.37,13.1,26.46
15360,0.0108,177.15,2.176,2.15,38.06,1.93,0.926,0.899,3.144,0.01,0,0.11145,362,6.75,114.1188,14.884,3.7,54.1,64.79
15362,0.0161,828.38,13.37,8.97,130.87,2.35,0.816,3.986,6.246,9.00E-03,0.00228,0.11427,303,7.85,13.5513,4.83,7.54,1.1,2.61
15363,0.0246,351.9,6.402,3.71,69.09,3.41,2.383,1.707,2.792,6.40E-02,0.00872,0.53476,759,7.32,126.9525,7.798,3.94,71.4,54.14
15364,0.0121,619.75,7.461,4.76,96.01,2.34,2.127,3.491,6.198,9.00E-03,0.00113,0.50226,709,7.57,225.5663,13.599,3.58,63.4,28.69
15365,0.0391,339.14,4.057,3.18,56.84,4.93,2.803,1.199,3.092,4.80E-02,0.00557,0.12244,676,7.15,257.2275,11.655,1.84,97.2,55.72
15366,0.004,1017.39,16.15,5.91,150.1,1.54,1.338,3.753,5.388,2.60E-02,0.00949,0.18167,430,7.96,24.2,4.196,10.13,3,4.13
15367,0.0054,1755.67,32.92,5.35,214.73,1.92,1.873,4.586,2.623,0.01,0.02426,0.74,1018,8.09,51.0175,1.222,6.66,4.8,1.57
15368,0.0468,1161.39,16.11,2.13,138.5,11.26,12.48,2.542,0.716,3.70E-02,0.00353,0.22137,1570,7.64,965.791,8.765,1.45,16,27.8
15369,0.0054,4616.02,86.74,7.1,479.57,2.22,3.604,6.383,4.647,2.80E-02,0,1.82566,2084,8.09,72.6156,7.767,9.06,1.4,3.9
15370,0.0021,1229.12,12.61,10.2,168.56,4.4,5.522,3.579,12.97,1.10E-02,0.00097,0.01882,322,7.6,148.2781,21.52,2.59,2.2,3.07
15371,0,6098.83,78.28,3.27,570.44,3.23,2.772,24.47,7.976,3.40E-02,0,0.00299,475,7.81,113.795,28.188,2.54,7,7.11
15372,0.0062,2984.85,38.42,5.74,319.99,13.02,4.221,12.99,5.274,0.308,0,0.44568,1368,7.8,160.7363,6.723,1.81,12.9,14.23
15373,0.0069,255.58,4.311,1.22,40.26,1.4,0.779,1.063,1.376,4.00E-03,0.00063,0.1807,278,7.14,34.72,8.456,2.32,5.2,10.68
15374,0.0092,215.18,1.849,1.45,32.74,1.57,0.663,0.949,2.613,0.039,0.00074,0.08726,140,7.15,71.0775,19.823,1.35,12.1,14.78
15383,0.1633,209.26,5.393,27.96,134.84,15.02,1.719,1.861,16.49,2.60E-02,0,0.20606,905,6.87,167.6188,18.389,2.67,1.7,1.41
15384,0.1727,164.3,5.192,28.43,133.45,14.79,1.848,1.964,16.98,2.50E-02,0,0.21671,878,6.62,120.8013,17.626,3.75,0,0.84
15386,0.0125,634.79,18.4,94.08,438.23,3.58,4.891,2.961,58.74,1.50E-02,0.00646,1.35433,1634,7.81,115.89,5.204,19.21,2.4,1.22
15387,0.0577,192.59,5.229,21,123.24,5.97,1.315,1.512,14.55,4.40E-02,0.01405,0.64773,1029,6.97,72.8481,10.406,7.3,1.2,1.4
15388,0.0481,205.18,5.24,21.95,121.56,6.29,1.558,1.47,14.14,0.027,0.0073,0.64864,1030,6.91,71.9213,10.536,8.81,6.9,1.99
15389,0.012,550.02,16.13,88.92,408.26,3.86,4.342,2.512,53.44,4.30E-02,0.00735,1.13538,1568,7.67,136.8325,5.131,15.75,6.6,3.43
15390,0.0403,206.13,6.751,40.76,189.74,3.83,1.553,1.233,24.85,0.024,0,0.41078,677,7.2,21.0081,6.813,6.88,0,1.14
15392,0.0199,675.86,20.44,106.04,490.44,3.85,5.075,3.004,66.07,9.00E-03,0.00823,1.3728,1818,7.83,127.6838,6.415,19.93,8.6,1.91
15393,0.0583,177.84,4.771,20.73,114.02,6.14,1.372,1.424,14.35,3.50E-02,0.01271,0.57004,934,6.86,66.4269,10.828,6.87,0,1.33
15394,0.057,185.13,4.524,20.95,119.57,5.82,1.317,1.44,14.68,0.152,0,0.75286,1212,6.91,149.77,9.875,6.66,0.8,1.35
15395,0.0282,421.97,11.91,53.38,264.19,3.63,2.412,1.585,33.84,2.20E-02,0.01106,0.73858,1014,7.51,76.1619,7.109,11.24,0.8,1.7
15396,0.013,629.35,19.02,104.44,480.56,3.75,5.026,2.939,66.47,0.02,0.00856,1.34368,1719,7.72,100.3919,5.707,18.22,1.4,1.63
15397,0.0591,179.18,4.736,20.69,115.21,6.19,1.374,1.389,14.37,4.40E-02,0.01414,0.56632,968,6.84,71.0381,10.638,6.82,1.8,1.39
15398,0.4019,12.06,0.936,2.81,26.76,16.63,0.273,0.28,2.43,0.019,0,0.01071,670,5.22,64.0625,15.962,1.39,14.9,5.91
15399,0.0186,661.52,19.66,81.06,415.99,4.58,6.164,2.581,53.55,9.90E-02,0.02232,1.19298,1711,7.43,137.9956,8.531,25.75,0,1.52
15400,0.0624,118.02,3.334,23.02,105.5,5.39,1.502,0.849,14.45,9.00E-03,0,0.09413,346,6.53,28.1338,10.092,5.03,0.4,1.32
15401,0.0111,505.76,13.4,69.02,309.63,3.48,2.591,1.595,43.24,0.027,0,0.44493,732,7.61,36.8681,4.781,8.65,0.2,1.08
15402,0.0045,588.91,15.19,75.15,344.44,3.22,3.024,1.761,45.71,4.10E-02,0.00679,0.5805,859,7.42,23.275,4.068,9.81,0,1.16
15403,0,6541.03,41.48,13.2,861.83,11.57,4.345,73.03,48.42,0.023,0,0.0097,494,8.1,25.9888,4.324,141.15,0.8,1.06
15404,0,5115.18,64.98,15.08,617.86,12.62,4.923,39.98,13.03,0.016,0,0,1026,8.36,115.0044,6.848,65.79,42.8,50.14
15405,0,3504.69,64.89,45.09,490.44,7.14,1.108,13.1,17.09,5.80E-02,0,0.22401,1199,8,267.3925,24.923,14.4,34.8,32.21
15406,0,6369.22,81.96,3.24,606.99,5.99,2.887,28.76,10.14,5.00E-03,0,0,485,8.24,100.955,20.068,17.42,18,6.37
15407,0.0166,1308.42,19.45,2.87,145.64,16.39,0.495,6.278,3.187,2.10E-02,0.00066,0.0267,559,7.83,49.8738,15.344,1.07,0.6,7.6
15408,0,3041.64,42.37,23.14,434.36,6.36,2.676,20.97,15.92,1.80E-02,0.00598,0.46168,1506,8.49,196.9713,11.971,37.96,7.8,16.1
15409,0.0122,215.57,2.284,0.98,33.24,1.11,1.251,0.724,2.51,6.00E-03,0,0.02925,111,7.11,37.6219,13.569,2.5,24.2,4.9
15410,0.0144,237.75,2.356,0.96,33.82,1.09,1.267,0.721,2.986,4.00E-03,0,0.03611,161,7.31,72.1025,14.561,1.91,46,18.8
15411,0.0098,166.79,2.046,0.49,24.39,0.83,0.408,0.764,1.285,7.00E-03,0,0.31357,456,7.21,30.0369,10.093,0.88,10.2,0.41
15412,0.0125,164.58,2.052,0.51,23.91,0.96,0.326,0.744,1.374,4.00E-03,0,0.31731,481,7.24,52.76,10.788,0.94,10.9,4.55
15413,,508.77,6.144,2.67,79.6,1.51,2.304,2.109,3.872,1.10E-02,0.00487,0.64069,895,7.76,82.0775,18.405,4,21.2,4.2
15419,0.0183,68.14,0.478,0.63,12.81,0.51,0.555,0.449,1.093,0.001,0,0.01811,63,6.8,7.2713,8.819,1.09,4,1.13
15420,0.0619,679.92,10.39,19.85,161.86,10.73,6.78,5.524,5.698,1.012,0.00608,0.006,1948,7.29,229.8713,4.241,6.77,50.4,24.52
15421,0.0196,517.32,8.323,5.56,111.39,1.59,2.89,2.367,6.326,3.20E-02,0.00763,1.91298,2059,7.47,101.3513,28.747,7.18,6.4,8.44
15422,0.0126,176.59,1.349,1.07,25.68,0.89,0.979,0.766,2.298,6.00E-03,0,0.02097,63,7.07,9.4119,14.185,1.51,2.9,0.29
15423,0.0062,1229.37,13.8,5.1,146.73,6.48,2.038,4.518,6.863,0.102,0.00702,0.05917,473,7.63,50.6638,21.279,1.42,3.5,14.06
15425,,912.01,42.89,101.8,716.72,7.87,24.85,7.891,69.36,6.70E-02,0.03642,23.77323,24125,7.5,2791.088,4.623,30.12,1.7,0.88
15428,0.0091,1216.08,12.14,9.44,179.36,4,2.926,6.28,16.94,0.031,0,0.06665,416,7.9,92.6525,15.871,10.21,10.2,11.59
15429,0.0321,783.67,9.698,2.79,100.3,9.56,5.202,2.162,2.572,0.798,0.01873,0.03747,1608,7.53,173.3238,4.016,1.61,43.8,19.62
15430,0.0234,1675.57,20.56,3.26,195.87,10.85,5.511,9.47,2.125,0.248,0.04762,0.56602,2063,7.92,760.984,6.204,4.27,31.6,32.83
15431,0.0206,69.6,0.604,1.43,17.84,1.17,0.476,0.796,1.152,5.00E-03,0,0.00166,56,6.77,4.7375,6.981,1.64,0.6,7.86
15432,0.1388,260.52,9.672,12.53,109.94,4.31,3.783,2.213,2.881,5.00E-02,0.01207,1.63517,2588,7.11,280.8144,6.043,6.63,84,161.44
15433,0.0189,87.47,0.886,1.98,22.4,2.49,0.565,0.747,1.707,6.00E-03,0,0.01458,154,6.8,10.4338,7.316,2.05,1.6,6.12
15434,0.025,141.78,1.189,1.7,26.32,1.63,0.631,0.784,2.122,9.00E-03,0,0.10859,514,6.83,34.64,13.865,1.48,25.9,11.38
15435,0.005,4100.23,45.25,5.5,409.82,1.87,1.777,25.17,3.282,0.01,0,0.16757,367,8.13,12.1544,10.257,6.58,1,1.87
15439,0.0597,998.11,18.11,19.61,221.94,16.83,10.59,3.674,8.61,0.483,0.05792,1.80437,4275,7.66,772.163,3.76,12.61,39.8,40.56
15440,0.0179,345.76,4.331,1.64,48.7,1.14,1.047,1.692,1.874,0.023,0,0.19064,321,7.42,23.2125,9.526,2.12,2.6,4.46
15443,0.0665,328.58,5.209,7.25,88.36,10.35,3.912,2.088,7.462,5.15E-02,0.01257,0.84996,1528,7.29,190.0331,5.903,6.49,8.6,28.02
15444,0.0059,1260.11,16.39,17.39,250.75,3,5.944,5.086,20.47,0.039,0.00873,3.35099,3675,7.83,690.788,23.421,14.75,130.9,58.71
15445,0.0538,373.57,5.709,6.92,90.51,9.42,3.911,2.191,6.98,4.20E-02,0.01232,0.67771,1389,7.34,182.488,6.242,6.77,14.9,31.94
15447,0.0128,239.65,3.547,4.61,58.86,1.83,2.705,2.204,2.862,0.016,0,0.92961,1082,7.22,25.8294,11.898,3.09,3.3,8.08
15449,0.0699,465.42,5.195,5.61,84.77,7.39,2.453,2.175,6.873,0.031,0,0.28446,744,7.44,94.27,12.901,4.61,10.6,8.93
15451,0.9269,-63.98,1.468,6.78,75.33,28.96,1.9,0.8,4.041,0.263,0,0.01008,1112,4.32,31.205,9.434,8.36,12.1,3.79
15460,0.0378,300.99,4.302,8.76,80.08,6.25,1.308,2.303,5.272,8.10E-02,0.01019,0.94615,1281,7.11,59.3844,12.015,2.58,9.1,10.04
15461,,,,,,,,,,,,,,,,,,,
15462,0.2406,443.93,11.47,9.82,124.95,24.02,6.045,2.967,10.22,0.166,0.02172,1.39,2310,6.97,408.5638,12.946,10.16,22.8,21.24
15463,0.0079,227.53,2.308,0.7,30.6,0.66,0.431,1.286,2.163,6.80E-03,0,0.10065,244,7.37,13.7094,12.33,1.62,7.8,5.15
15465,0.0069,607.59,7.662,6.57,101.87,2.88,2.166,2.566,6.61,0.027,0.01227,1.38283,1737,7.59,187.2375,31.15,1.63,39.3,41.54
15467,0.0101,594.28,8.696,5.6,108.02,2.7,3.591,3.456,7.296,1.50E-02,0,0.39091,661,7.76,79.4006,24.446,10.47,15.3,14.32
15469,0.005,1233.86,13.8,4.07,144.89,2.57,2.321,4.963,9.462,3.60E-02,0.00611,0.16,393,7.82,84.2038,28.172,3.29,14.3,27.65
15470,0.0037,3548.37,47.28,40.14,485.33,7.6,2.897,13.86,33.14,7.10E-02,0,0.03256,413,7.71,132.4875,10.429,6.48,8.5,8.11
15472,0.0101,771.03,6.751,3.86,95.42,1.75,1.4,3.977,6.5,0.016,0,0.0812,143,7.75,86.9038,27.509,1.15,4.5,8.01
15474,0.005,1084.97,11.44,7.3,144.67,7.41,3.757,4.389,8.22,0.1,0.01588,0.23,828,7.78,204.8463,18.711,1.87,9.6,12.49
15475,0.0133,916.98,10.47,7.2,128.42,3.28,1.945,4.54,7.009,3.20E-02,0,0.14368,311,7.76,54.82,19.496,3,2.7,7.75
15476,0.0662,252.54,15,14.54,178.81,6.05,6.291,4.047,6.602,0.228,0.00712,1.3954,1833,7.13,58.4588,7.846,33.49,3.7,5.52
15477,0.9812,-254.69,0.353,4.81,93.76,65.48,0.397,0.323,2.988,7.10E-02,0,0.02809,1262,3.7,50.3694,7.394,0.99,6.8,11.13
15478,0.0595,25.54,0.194,1.9,21.86,3.13,0.229,0.199,3.427,1.80E-02,0,0.04226,283,6.27,8.5013,4.402,3.67,1.4,1.99
15479,0.3118,1746.57,35.31,8.43,204.61,25.7,0.647,1.449,5.239,2.50E-02,0,0.01639,656,7.77,133.5638,9.291,2.02,0.8,2.49
15483,0.009,203.02,3.016,0.98,23.66,0.26,0.337,0.462,1.226,0.002,0,0.0163,2158,7.45,41.5881,5.292,1.41,4.9,3.19
15484,0.0211,331.79,3.9,0.21,39.6,1.84,1.118,0.895,1.928,4.00E-03,0,0,100,7.6,14.5888,17.25,2.03,4.5,4.13
15485,0.0025,681.25,7.576,4.13,89.25,0.96,0.299,3.331,4.753,5.00E-03,0,0.05622,70,7.52,53.6388,19.687,2.5,0,0.55
15486,0,4959.33,72.05,26.71,638.6,3.85,3.291,29.16,13.21,7.00E-02,0,0.12404,609,8.21,165.2794,9.805,50.59,9.1,6.23
15487,0.0055,3930.43,65.68,23.49,578.17,2.89,2.632,23.7,14.96,0.149,0,2.41955,3180,8.24,145.0519,7.242,41.64,35.3,9.84
15488,1.00E-04,2984.95,49.86,21.89,451.91,4.35,3.979,17.33,14.46,4.30E-02,0,1.73706,2555,8.16,168,7.121,39.95,54.1,29.89
15489,0.005,4067.78,67.01,22.69,509.99,2.6,2.697,20.18,10.79,0.031,0,2.5525,2744,8.38,158.616,6.26,26.08,73.2,37.64
15490,0,4205.83,60.43,23.89,521.06,2.16,2.326,21.78,12.5,4.40E-02,0,0.89191,1511,8.31,48.255,4.847,26.79,25.2,9.62
15491,0.0016,2908.91,46.15,32.86,485.5,3.06,2.898,17.72,25.49,4.90E-02,0,0.0052,1051,8.48,87.6275,1.622,51.7,23.9,13.04
15492,,,,,,,,,,,,,,,,,,,
15493,0.0087,3378.67,56.73,29.64,542.4,2.78,2.72,19.57,22.96,5.80E-02,0,0.68011,1794,8.36,173.1569,2.084,46.98,125.8,52.59
15494,0.005,4155.54,69.16,22.3,515.9,2.1,2.276,20.3,10.8,4.90E-02,0,2.11381,2581,8.39,112.8213,6.146,27.33,30.3,19.37
15495,0.005,4627.7,75.58,23.07,625.21,2.08,1.678,30.97,12.54,0.024,0.00449,8.22275,8263,8.37,190.1663,9.229,41.13,23.8,10.94
15496,0.005,4064,64.32,21.3,518.86,2.14,2.289,19.18,11.34,3.70E-02,0,1.97,2338,8.4,114.195,6.108,27.18,39.9,16.67
15497,0.0167,214.59,5.31,9.39,72.1,2.84,0.638,1.06,6.249,1.19E-02,0,0.12379,379,7.24,31.4956,2.854,5.3,9.5,5.69
15498,0.0165,233.56,5.594,9.32,72.6,3.22,0.655,1.06,6.127,1.50E-02,0.00209,0.1574,333,7.21,40.6625,3.357,5.1,10,10.01
15499,0.0147,1126.67,25.18,51.7,364.79,3.53,2.63,8.966,27.9,3.00E-02,0.01304,2.03017,2326,8.04,289.9513,11.509,24.65,4.7,2.93
15500,0.0195,1026.22,22.99,45.7,318.34,3.95,2.876,8.355,25.63,0.024,0.00997,2.02613,2181,7.87,238.9725,11.894,25.55,2,2.96
15501,0.0045,1264.16,29.39,91.02,488.51,4.07,2.278,8.902,46.65,1.80E-02,0.0245,1.37642,1795,7.95,189.5625,9.958,16.88,6.5,2.37
15502,0.0061,1275.15,29.23,87.29,473.67,4.72,2.238,8.654,44.87,0.014,0.0189,1.22201,1816,7.97,215.7725,9.986,16.18,12.2,8.92
15504,0.0012,838.49,14.77,19.19,193.29,2.51,1.738,5.609,13.96,0.01,0.01029,0.61,905,8.02,34.32,3.288,13.76,7.1,5.99
15505,0.0118,1376.37,25.44,47.67,337.85,2.26,1.972,11.29,23.65,1.80E-02,0,0.89088,1026,8.13,48.0488,6.131,15.14,2.1,2.42
15506,0.005,346.62,41.65,2195.47,7147.47,7.01,39.87,63.18,1434,1.10E-02,0,0.2,443,7.07,34.755,5.031,297.51,6.6,11.32
15507,0.0713,-22.52,0.296,2.86,25.1,2.05,0.453,0.238,1.603,6.00E-03,0,0.00417,110,4.67,20.5275,5.837,2.51,6.3,3.02
15509,0.0182,658.83,6.188,3.24,101.22,3.68,1.279,4.067,7.598,0.027,0,0.03358,411,7.53,69.7125,8.888,8.77,33.2,27.33
15510,1.00E-04,1251.79,17.43,0.34,140.78,2.54,1.773,3.213,5.485,0.012,0,0.00137,54,7.69,102.4919,32.512,5.6,2.5,1.84
15511,0.0057,4485.03,176.8,110.22,2035.31,4.12,15.87,58.58,196,0.02,0,2.06161,2556,8.18,154.155,24.406,734.86,30.5,13.65
15512,0,4993.79,153.5,93.42,1671.56,3.44,9.299,54.64,150.3,5.00E-03,0,4.0586,4875,8.3,500.7363,17.106,531.23,54,26.99
15513,0.004,1676.84,36.99,16.29,310.6,2.87,1.792,7.697,16.39,4.00E-03,0,0.00253,126,8.19,24.7925,9.121,49.09,3.8,3.19
15514,0.0016,3163.92,68.28,94.92,953.69,6.3,10.31,15.04,98.73,3.801,0,4.89246,9569,7.98,1859.006,11.341,154.49,7.5,5.19
15515,3.00E-04,1947.65,21.51,6.82,264.19,2.54,4.14,5.108,26.06,3.00E-03,0,0.00169,310,8.05,132.68,28.542,25.76,13.2,7.83
